	highly_variable	chrom	manual_annotation_peaks	leiden_v1_r1
4-21260012-21260737	True	4	unassigned	6
4-21265991-21266731	True	4	tail_bud_late	1
4-21278251-21279051	True	4	unassigned	22
4-21281498-21281808	True	4	enteric_neurons	23
4-21290418-21290966	True	4	unassigned	7
4-21400968-21401324	True	4	tail_bud_late	11
4-21456073-21456772	True	4	endoderm	6
4-21505600-21505965	True	4	unassigned	8
4-21556665-21557107	True	4	unassigned	22
4-21641455-21641805	True	4	unassigned	6
4-21660672-21661354	True	4	muscle	12
4-21686881-21687180	True	4	unassigned	4
4-21687429-21688258	True	4	PSM	9
4-21693877-21694910	True	4	muscle	12
4-21695960-21697185	True	4	muscle	9
4-21703339-21703746	True	4	tail_bud_late	1
4-21736691-21737430	True	4	muscle	9
4-21740900-21741774	True	4	muscle	12
4-21745018-21745515	True	4	muscle	12
4-21745790-21746582	True	4	muscle	12
4-21817092-21817427	True	4	unassigned	2
4-21831782-21832476	True	4	unassigned	16
4-21838563-21839064	True	4	unassigned	20
4-21911373-21911611	True	4	unassigned	14
4-21970604-21971208	True	4	PSM	9
4-21976071-21976270	True	4	unassigned	13
4-22002150-22002637	True	4	tail_bud_late	1
4-22011775-22012248	True	4	unassigned	10
4-22027221-22027420	True	4	unassigned	7
4-22048622-22049051	True	4	enteric_neurons	23
4-22064681-22065371	True	4	unassigned	16
4-22069957-22070204	True	4	unassigned	27
4-22092663-22092867	True	4	unassigned	23
4-22093353-22093770	True	4	unassigned	29
4-22123236-22123888	True	4	unassigned	16
4-22124728-22125210	True	4	unassigned	26
4-22171723-22172009	True	4	unassigned	19
4-22185571-22186891	True	4	PSM	12
4-22188302-22188885	True	4	optic_cup_early	20
4-22266450-22266722	True	4	unassigned	10
4-22310054-22310668	True	4	optic_cup_early	15
4-22373756-22374075	True	4	unassigned	7
4-22405031-22405242	True	4	unassigned	2
4-22475046-22476519	True	4	PSM	3
4-22502242-22503096	True	4	muscle	9
4-22507989-22508243	True	4	tail_bud_late	1
4-22550611-22550810	True	4	optic_cup_early	0
4-22569307-22570198	True	4	tail_bud_late	1
4-22632394-22633128	True	4	PSM	12
4-22652373-22652948	True	4	optic_cup_early	0
4-22675234-22675692	True	4	unassigned	9
4-22770594-22770793	True	4	enteric_neurons	23
4-22802973-22803352	True	4	unassigned	20
4-22806749-22807124	True	4	unassigned	4
4-22814401-22814620	True	4	unassigned	21
4-22816376-22816829	True	4	unassigned	22
4-22817975-22818286	True	4	optic_cup_early	0
4-22820129-22820328	True	4	unassigned	9
4-22891754-22893181	True	4	optic_cup_early	22
4-22900033-22900347	True	4	optic_cup_early	0
4-22919075-22919605	True	4	tail_bud_late	1
4-22967133-22967605	True	4	enteric_neurons	23
4-23025935-23026948	True	4	optic_cup_early	0
4-23175670-23176008	True	4	unassigned	21
4-23184444-23184713	True	4	unassigned	29
4-23190616-23191037	True	4	unassigned	25
4-23199176-23199899	True	4	unassigned	18
4-23202111-23202310	True	4	unassigned	14
4-23207659-23207969	True	4	unassigned	4
4-23215696-23215895	True	4	unassigned	21
4-23244672-23245267	True	4	unassigned	1
4-23247460-23247837	True	4	unassigned	23
4-23257917-23258585	True	4	unassigned	9
4-23291592-23291791	True	4	unassigned	4
4-23324762-23326079	True	4	unassigned	2
4-23327421-23328518	True	4	PSM	12
4-23334577-23335051	True	4	unassigned	2
4-23338378-23338665	True	4	unassigned	2
4-23392931-23393130	True	4	unassigned	17
4-23410893-23411118	True	4	unassigned	27
4-23414089-23414474	True	4	unassigned	19
4-23414700-23414936	True	4	unassigned	19
4-23463304-23463579	True	4	optic_cup_early	0
4-23467105-23467482	True	4	unassigned	4
4-23498122-23498330	True	4	unassigned	30
4-23524966-23525259	True	4	unassigned	5
4-23561650-23562122	True	4	unassigned	14
4-23566693-23567005	True	4	unassigned	4
4-23567390-23567764	True	4	optic_cup_early	0
4-23585647-23586497	True	4	unassigned	7
4-23603971-23604427	True	4	unassigned	27
4-23620159-23620416	True	4	unassigned	14
4-23657996-23658225	True	4	unassigned	32
4-23659915-23660635	True	4	unassigned	5
4-23676615-23676942	True	4	unassigned	19
4-23686680-23687220	True	4	unassigned	10
4-23688894-23689310	True	4	unassigned	10
4-23695235-23695553	True	4	unassigned	21
4-23706824-23707115	True	4	unassigned	17
4-23725439-23726143	True	4	unassigned	28
4-23779364-23779855	True	4	endo_pancreas	6
4-23785006-23785462	True	4	tail_bud_late	1
4-23866352-23867252	True	4	tail_bud_late	1
4-23903253-23903687	True	4	optic_cup_early	0
4-24030218-24032156	True	4	diff_neurons	3
4-24083562-24084224	True	4	hematopoietic_vasculature	8
4-24114995-24115503	True	4	unassigned	22
4-24120267-24120618	True	4	hemangioblasts	8
4-24133488-24134353	True	4	hematopoietic_vasculature	8
4-24201573-24202009	True	4	tail_bud_late	11
4-24211891-24212340	True	4	unassigned	13
4-24213087-24213641	True	4	unassigned	14
4-24237209-24237976	True	4	hindbrain	3
4-24244958-24245828	True	4	tail_bud_late	1
4-24247279-24248125	True	4	tail_bud_late	1
4-24294079-24294657	True	4	unassigned	6
4-24298769-24299337	True	4	tail_bud_late	1
4-24322932-24323984	True	4	optic_cup_early	22
4-24344238-24345103	True	4	optic_cup_early	0
4-24387806-24388609	True	4	NMPs	12
4-24393531-24393851	True	4	unassigned	9
4-24416818-24417556	True	4	hemangioblasts	8
4-24418543-24419479	True	4	optic_cup_early	0
4-24427136-24427494	True	4	unassigned	5
4-24434296-24434997	True	4	unassigned	12
4-24452819-24453138	True	4	unassigned	2
4-24481155-24482512	True	4	floor_plate	3
4-24517278-24518550	True	4	tail_bud_late	1
4-24539960-24540846	True	4	optic_cup_early	0
4-24547577-24548117	True	4	optic_cup_early	20
4-24558894-24559357	True	4	unassigned	6
4-24579527-24580094	True	4	heart_myocardium	20
4-24610464-24611434	True	4	optic_cup_early	0
4-24629558-24629830	True	4	optic_cup_early	0
4-24696110-24697155	True	4	fast_muscle	9
4-24759382-24759951	True	4	hindbrain	3
4-24787784-24788485	True	4	hatching_gland	6
4-24846617-24847044	True	4	unassigned	6
4-24913259-24913508	True	4	optic_cup_early	0
4-24920707-24921413	True	4	tail_bud_late	1
4-25091930-25092404	True	4	unassigned	20
4-25115554-25116125	True	4	tail_bud_late	1
4-25116926-25117421	True	4	tail_bud_late	1
4-25135826-25137204	True	4	optic_cup_early	0
4-25152285-25153381	True	4	optic_cup_early	15
4-25198178-25198377	True	4	tail_bud_late	11
4-25292125-25293184	True	4	optic_cup_early	0
4-25299610-25300039	True	4	unassigned	13
4-25346602-25347314	True	4	unassigned	25
4-25349500-25349923	True	4	unassigned	1
4-25350541-25350871	True	4	unassigned	19
4-25352766-25353220	True	4	unassigned	15
4-25355469-25355956	True	4	unassigned	15
4-25358293-25358591	True	4	unassigned	2
4-25382100-25382588	True	4	unassigned	7
4-25393390-25393696	True	4	unassigned	2
4-25421241-25421574	True	4	unassigned	4
4-25429013-25429454	True	4	unassigned	19
4-25434662-25434919	True	4	unassigned	7
4-25435197-25435406	True	4	unassigned	29
4-25466779-25467191	True	4	unassigned	12
4-25470396-25471472	True	4	tail_bud_late	1
4-25498743-25499247	True	4	unassigned	9
4-25558050-25559175	True	4	optic_cup_early	0
4-25570404-25570675	True	4	unassigned	31
4-25656387-25656715	True	4	unassigned	4
4-25657759-25657958	True	4	unassigned	2
4-25660306-25660701	True	4	optic_cup_early	0
4-25661726-25661940	True	4	unassigned	14
4-25671520-25672052	True	4	muscle	9
4-25675854-25676770	True	4	tail_bud_late	1
4-25712450-25713191	True	4	unassigned	8
4-25762452-25763107	True	4	optic_cup_early	0
4-25775407-25775738	True	4	unassigned	28
4-25778782-25779033	True	4	tail_bud_late	1
4-25814233-25814934	True	4	hindbrain	3
4-25834485-25834684	True	4	unassigned	10
4-25870195-25870438	True	4	unassigned	14
4-25936175-25936643	True	4	fast_muscle	9
4-26004369-26004959	True	4	optic_cup_early	0
4-26059825-26060181	True	4	unassigned	8
4-26075413-26076004	True	4	tail_bud_late	1
4-26116794-26117841	True	4	tail_bud_late	1
4-26151598-26152669	True	4	tail_bud_late	1
4-26176557-26176756	True	4	unassigned	21
4-26278384-26279688	True	4	diff_neurons	3
4-26280706-26281489	True	4	optic_cup_early	0
4-26305514-26306341	True	4	optic_cup_early	0
4-26336199-26336424	True	4	unassigned	2
4-26371674-26373171	True	4	tail_bud_late	1
4-26379813-26380692	True	4	optic_cup_early	0
4-26381262-26381582	True	4	unassigned	2
4-26382528-26384609	True	4	unassigned	15
4-26392016-26392459	True	4	unassigned	13
4-26400052-26400885	True	4	unassigned	6
4-26413349-26413548	True	4	unassigned	18
4-26432000-26432288	True	4	tail_bud_late	11
4-26438570-26439179	True	4	unassigned	10
4-26481345-26482363	True	4	optic_cup_early	0
4-26520476-26520868	True	4	unassigned	2
4-26525271-26525879	True	4	unassigned	21
4-26538959-26539553	True	4	unassigned	13
4-26545009-26545213	True	4	unassigned	14
4-26547884-26548198	True	4	unassigned	13
4-26576219-26576418	True	4	unassigned	2
4-26595561-26595878	True	4	unassigned	4
4-26595939-26596138	True	4	unassigned	4
4-26601677-26602446	True	4	unassigned	5
4-26603853-26604073	True	4	unassigned	24
4-26627292-26627493	True	4	unassigned	14
4-26628202-26628401	True	4	unassigned	17
4-26650227-26650634	True	4	unassigned	4
4-26659111-26659437	True	4	unassigned	18
4-26669563-26669923	True	4	unassigned	4
4-26691871-26692070	True	4	unassigned	2
4-26703185-26703506	True	4	unassigned	2
4-26707282-26707714	True	4	unassigned	19
4-26741854-26742053	True	4	unassigned	6
4-26744711-26745333	True	4	unassigned	7
4-26768538-26768903	True	4	optic_cup_early	0
4-26791364-26792180	True	4	unassigned	30
4-26815386-26815625	True	4	unassigned	5
4-26828704-26829069	True	4	unassigned	5
4-26830540-26830739	True	4	unassigned	26
4-26845969-26846205	True	4	unassigned	24
4-26851187-26852318	True	4	unassigned	18
4-26868409-26868941	True	4	unassigned	21
4-26901688-26902010	True	4	unassigned	24
4-26906295-26906742	True	4	unassigned	19
4-26958979-26959713	True	4	unassigned	30
4-26982109-26982425	True	4	tail_bud_late	1
4-26994428-26994690	True	4	unassigned	17
4-27016200-27017810	True	4	optic_cup_early	0
4-27024388-27025103	True	4	unassigned	4
4-27028520-27028738	True	4	unassigned	4
4-27044081-27045078	True	4	optic_cup_early	0
4-27056894-27057093	True	4	unassigned	2
4-27065601-27066499	True	4	optic_cup_early	0
4-27093859-27094111	True	4	unassigned	10
4-27169853-27170113	True	4	unassigned	15
4-27174187-27174809	True	4	unassigned	2
4-27178780-27180350	True	4	optic_cup_early	0
4-27192903-27193156	True	4	unassigned	4
4-27200195-27200394	True	4	unassigned	19
4-27234581-27234833	True	4	unassigned	28
4-27253571-27253971	True	4	unassigned	26
4-27287655-27287897	True	4	unassigned	21
4-27294124-27294481	True	4	unassigned	27
4-27310793-27311235	True	4	unassigned	7
4-27336106-27337298	True	4	neural	27
4-27346218-27346611	True	4	unassigned	22
4-27350173-27351097	True	4	optic_cup_early	0
4-27356780-27357180	True	4	unassigned	13
4-27361822-27362063	True	4	unassigned	26
4-27362238-27362529	True	4	unassigned	26
4-27430582-27431130	True	4	unassigned	18
4-27435520-27435882	True	4	unassigned	13
4-27448670-27448897	True	4	unassigned	10
4-27471326-27471801	True	4	unassigned	15
4-27482648-27483695	True	4	midbrain_hindbrain_boundary	3
4-27557953-27558558	True	4	tail_bud_late	1
4-27586015-27586576	True	4	tail_bud_late	1
4-27589444-27589892	True	4	unassigned	16
4-27611572-27612046	True	4	unassigned	15
4-27694098-27694530	True	4	tail_bud_late	1
4-27705166-27705513	True	4	unassigned	29
4-27730075-27730485	True	4	tail_bud_late	1
4-27736458-27736759	True	4	unassigned	2
4-27803417-27803787	True	4	unassigned	7
4-27860324-27860726	True	4	unassigned	21
4-27863571-27863916	True	4	unassigned	14
4-27871380-27871585	True	4	unassigned	27
4-27912347-27912555	True	4	unassigned	5
4-27932147-27933064	True	4	optic_cup_early	0
4-27946820-27947140	True	4	unassigned	12
4-27967177-27967608	True	4	unassigned	14
4-27982737-27982957	True	4	tail_bud_late	11
4-28010137-28010399	True	4	unassigned	18
4-28080897-28081524	True	4	diff_neurons	23
4-28120583-28120782	True	4	unassigned	14
4-28151240-28151439	True	4	unassigned	4
4-28155457-28155831	True	4	unassigned	26
4-28156257-28156680	True	4	unassigned	6
4-28228352-28229004	True	4	optic_cup_early	0
4-28263939-28265113	True	4	PSM	12
4-28341631-28342436	True	4	unassigned	2
4-28378653-28379800	True	4	tail_bud_late	1
4-28397481-28397813	True	4	tail_bud_late	11
4-28398721-28399920	True	4	optic_cup_early	0
4-28527047-28527497	True	4	tail_bud_late	1
4-28594306-28596705	True	4	floor_plate	3
4-28629400-28629617	True	4	unassigned	15
4-28648209-28648467	True	4	unassigned	4
4-28660855-28661063	True	4	unassigned	24
4-28667160-28667552	True	4	unassigned	18
4-28672605-28673911	True	4	unassigned	2
4-28713174-28713608	True	4	unassigned	16
4-28714138-28714892	True	4	unassigned	16
4-28759475-28760803	True	4	unassigned	2
4-28810880-28811450	True	4	tail_bud_late	1
4-28812272-28812590	True	4	unassigned	2
4-28829046-28830567	True	4	optic_cup_early	0
4-28853390-28853939	True	4	unassigned	2
4-28889844-28890043	True	4	unassigned	14
4-28904317-28905739	True	4	tail_bud_late	1
4-28912079-28912767	True	4	unassigned	15
4-28926411-28927081	True	4	unassigned	2
4-28938935-28940129	True	4	tail_bud_late	1
4-28946491-28946690	True	4	tail_bud_late	11
4-28950723-28950922	True	4	unassigned	26
4-28951875-28952484	True	4	optic_cup_early	0
4-28960822-28961141	True	4	unassigned	2
4-28966110-28966376	True	4	unassigned	26
4-28967387-28967594	True	4	unassigned	24
4-28967986-28968208	True	4	tail_bud_late	1
4-28975721-28975920	True	4	unassigned	2
4-28982543-28982841	True	4	tail_bud_late	11
4-28983954-28984153	True	4	unassigned	13
4-29017000-29017305	True	4	unassigned	10
4-29018793-29019288	True	4	unassigned	18
4-29072425-29072753	True	4	unassigned	18
4-29073811-29074278	True	4	unassigned	21
4-29075623-29075921	True	4	unassigned	18
4-29076568-29077186	True	4	unassigned	2
4-29154791-29155465	True	4	unassigned	5
4-29189022-29189693	True	4	optic_cup_early	0
4-29211539-29212378	True	4	unassigned	30
4-29228899-29229189	True	4	tail_bud_late	1
4-29268681-29268880	True	4	unassigned	13
4-29280417-29281211	True	4	optic_cup_early	0
4-29315325-29315650	True	4	unassigned	19
4-29323673-29324024	True	4	unassigned	19
4-29348744-29349056	True	4	unassigned	13
4-29368694-29369131	True	4	unassigned	21
4-29373901-29374394	True	4	optic_cup_early	0
4-29380392-29380722	True	4	unassigned	13
4-29405029-29405532	True	4	unassigned	2
4-29424416-29425804	True	4	unassigned	2
4-29431419-29431946	True	4	unassigned	19
4-29436129-29436903	True	4	unassigned	16
4-29444977-29445537	True	4	unassigned	5
4-29460258-29460945	True	4	unassigned	10
4-29498390-29499417	True	4	tail_bud_late	1
4-29558108-29558456	True	4	unassigned	14
4-29559617-29560110	True	4	unassigned	13
4-29621697-29622458	True	4	optic_cup_early	0
4-29624088-29624331	True	4	unassigned	7
4-29640930-29641273	True	4	unassigned	10
4-29649998-29650808	True	4	tail_bud_late	1
4-29655511-29656603	True	4	unassigned	7
4-29661909-29662183	True	4	unassigned	5
4-29712651-29712899	True	4	unassigned	7
4-29809622-29810169	True	4	tail_bud_late	1
4-29857267-29857483	True	4	unassigned	19
4-29862963-29863462	True	4	unassigned	21
4-29867792-29868098	True	4	unassigned	19
4-29894752-29895290	True	4	unassigned	4
4-29908895-29909302	True	4	unassigned	4
4-29951423-29951774	True	4	unassigned	10
4-29999616-30000109	True	4	unassigned	32
4-30032977-30033308	True	4	unassigned	25
4-30036188-30036478	True	4	unassigned	21
4-30049630-30050005	True	4	unassigned	27
4-30082230-30082888	True	4	unassigned	27
4-30083364-30083719	True	4	unassigned	5
4-30084482-30084995	True	4	unassigned	17
4-30146059-30146379	True	4	unassigned	17
4-30150276-30151101	True	4	unassigned	17
4-30161917-30162497	True	4	unassigned	2
4-30164441-30164709	True	4	unassigned	27
4-30193950-30194207	True	4	unassigned	5
4-30231803-30233774	True	4	tail_bud_late	1
4-30250808-30251131	True	4	unassigned	5
4-30288014-30288740	True	4	unassigned	21
4-30384267-30384625	True	4	unassigned	13
4-30437100-30438246	True	4	unassigned	18
4-30461398-30462049	True	4	unassigned	2
4-30477255-30477903	True	4	unassigned	25
4-30497960-30498561	True	4	unassigned	7
4-30505043-30505441	True	4	unassigned	2
4-30541137-30541360	True	4	unassigned	26
4-30558289-30558717	True	4	unassigned	5
4-30591735-30592083	True	4	unassigned	32
4-30697200-30697399	True	4	unassigned	29
4-30786587-30786899	True	4	unassigned	27
4-30803659-30804050	True	4	unassigned	29
4-30808262-30808529	True	4	unassigned	21
4-30823577-30824029	True	4	unassigned	18
4-31065626-31066215	True	4	unassigned	5
4-31115722-31115967	True	4	unassigned	25
4-31428201-31428400	True	4	unassigned	19
4-31555991-31556354	True	4	unassigned	4
4-31956245-31956751	True	4	tail_bud_late	1
4-31996388-31997310	True	4	unassigned	10
4-32026784-32027005	True	4	unassigned	29
4-32042276-32042633	True	4	optic_cup_early	0
4-32100796-32101154	True	4	unassigned	25
4-32159273-32159703	True	4	unassigned	24
4-32371002-32371394	True	4	tail_bud_late	11
4-32371842-32372165	True	4	unassigned	2
4-32384796-32385057	True	4	unassigned	4
4-32397803-32398013	True	4	unassigned	2
4-32553675-32554192	True	4	unassigned	5
4-32633817-32634229	True	4	unassigned	14
4-32636748-32637139	True	4	unassigned	21
4-32646366-32646698	True	4	unassigned	6
4-32692505-32692846	True	4	unassigned	26
4-32901240-32901452	True	4	unassigned	7
4-33109857-33111374	True	4	tail_bud_late	1
4-33134757-33134970	True	4	unassigned	10
4-33234255-33234783	True	4	unassigned	30
4-33448882-33449305	True	4	unassigned	26
4-33463159-33463628	True	4	unassigned	13
4-33551379-33551611	True	4	unassigned	25
4-33564043-33564876	True	4	unassigned	7
4-33684096-33685332	True	4	tail_bud_late	1
4-34015335-34016414	True	4	tail_bud_late	1
4-34146603-34147435	True	4	unassigned	15
4-34504169-34504372	True	4	unassigned	2
4-34504606-34504947	True	4	unassigned	7
4-34516508-34516752	True	4	unassigned	26
4-34523159-34523358	True	4	unassigned	24
4-34546436-34546638	True	4	unassigned	10
4-35095309-35095793	True	4	unassigned	19
4-35165777-35166328	True	4	tail_bud_late	1
4-35209310-35209793	True	4	unassigned	5
4-35224679-35225240	True	4	unassigned	6
4-35247250-35248424	True	4	unassigned	2
4-35255711-35256041	True	4	unassigned	21
4-35555564-35556027	True	4	unassigned	4
4-35583632-35585236	True	4	tail_bud_late	1
4-35587403-35587743	True	4	unassigned	14
4-36013596-36013920	True	4	unassigned	26
4-36204887-36205123	True	4	unassigned	32
4-36208012-36208597	True	4	unassigned	10
4-36217484-36218146	True	4	unassigned	17
4-36481465-36481872	True	4	unassigned	2
4-36483743-36484337	True	4	optic_cup_early	0
4-36491127-36491336	True	4	unassigned	14
4-36544599-36545034	True	4	unassigned	24
4-36585785-36586184	True	4	unassigned	17
4-37119263-37119664	True	4	optic_cup_early	0
4-37140187-37140443	True	4	unassigned	14
4-37318095-37318384	True	4	unassigned	21
4-37468369-37468826	True	4	unassigned	5
4-37481360-37481570	True	4	tail_bud_late	11
4-37507788-37507987	True	4	unassigned	26
4-38064005-38064467	True	4	unassigned	5
4-38344918-38345767	True	4	unassigned	4
4-38461436-38462598	True	4	unassigned	7
4-38550940-38551486	True	4	unassigned	5
4-38858895-38859303	True	4	unassigned	13
4-38866901-38867237	True	4	unassigned	14
4-38971168-38971423	True	4	unassigned	25
4-38992632-38993387	True	4	unassigned	18
4-39054683-39055036	True	4	tail_bud_late	11
4-39419143-39420537	True	4	optic_cup_early	0
4-39427948-39428318	True	4	unassigned	21
4-39601714-39601960	True	4	unassigned	6
4-39856932-39857156	True	4	unassigned	21
4-39883211-39883577	True	4	unassigned	5
4-39894480-39894922	True	4	unassigned	24
4-40232743-40232966	True	4	tail_bud_late	11
