	sub_clusters_manual
7-43419053-43419599	sub_clust_2
7-43423792-43424340	sub_clust_2
7-43443472-43444048	sub_clust_1
7-43444388-43444792	sub_clust_0
7-43465035-43465374	unassigned
7-43504477-43504806	unassigned
7-43507320-43508057	unassigned
7-43559787-43560242	unassigned
7-43611427-43611834	unassigned
7-43621590-43622057	unassigned
7-43630367-43630757	unassigned
7-43677961-43679019	unassigned
7-43692936-43693763	sub_clust_2
7-43706125-43707195	unassigned
7-43740974-43741247	unassigned
7-43759314-43760094	unassigned
7-43761235-43761918	sub_clust_5
7-43764758-43765426	unassigned
7-43844095-43844785	unassigned
7-43848146-43848539	unassigned
7-43896942-43897183	unassigned
7-43965455-43966443	unassigned
7-43969320-43970209	sub_clust_3
7-43977335-43977973	unassigned
7-43994111-43994400	sub_clust_2
7-44023738-44024365	unassigned
7-44028286-44028726	unassigned
7-44029074-44029629	unassigned
7-44064664-44065560	unassigned
7-44078027-44078534	sub_clust_1
7-44116670-44117519	unassigned
7-44181231-44181555	unassigned
7-44212179-44212454	unassigned
7-44222253-44222461	unassigned
7-44241443-44242152	unassigned
7-44250935-44251881	sub_clust_2
7-44293947-44294246	unassigned
7-44352387-44352776	sub_clust_2
7-44370556-44371433	unassigned
7-44371616-44371983	unassigned
7-44439961-44441011	unassigned
7-44444663-44445688	unassigned
7-44451694-44452271	sub_clust_5
7-44467730-44468493	sub_clust_2
7-44469920-44471513	unassigned
7-44504108-44504819	sub_clust_3
7-44520414-44520694	unassigned
7-44524243-44524617	unassigned
7-44565136-44565961	unassigned
7-44581521-44582194	unassigned
7-44616424-44617453	unassigned
7-44636518-44637368	unassigned
7-44758315-44759494	unassigned
7-44779193-44779710	unassigned
7-44829220-44829501	unassigned
7-44883887-44884827	sub_cluster_4
7-44892026-44893648	sub_clust_3
7-44911443-44912920	unassigned
7-44943480-44944323	sub_clust_1
7-44966838-44967703	sub_clust_3
7-44987637-44987973	unassigned
7-45038113-45038312	unassigned
7-45041191-45041566	unassigned
7-45041873-45042238	unassigned
7-45048777-45049194	unassigned
7-45065134-45065622	unassigned
7-45069247-45069474	unassigned
7-45070896-45071354	unassigned
7-45106480-45106895	unassigned
7-45146505-45146807	unassigned
7-45199861-45200070	unassigned
7-45268413-45269363	unassigned
7-45287294-45288788	unassigned
7-45288903-45289586	unassigned
7-45303109-45303535	unassigned
7-45323686-45323885	unassigned
7-45324129-45324447	unassigned
7-45332094-45332598	unassigned
7-45333818-45334335	unassigned
7-45343385-45343607	unassigned
7-45366013-45366433	unassigned
7-45392519-45392828	unassigned
7-45406710-45407327	sub_clust_5
7-45444323-45445382	unassigned
7-45455167-45456802	unassigned
7-45467729-45467928	unassigned
7-45489303-45489864	unassigned
7-45497016-45497644	unassigned
7-45512056-45512444	unassigned
7-45547205-45547724	unassigned
7-45552163-45552388	unassigned
7-45576962-45577348	unassigned
7-45592636-45592894	unassigned
7-45596631-45597000	unassigned
7-45601863-45602087	unassigned
7-45630453-45630863	unassigned
7-45632828-45633307	sub_clust_0
7-45640134-45640638	unassigned
7-45649568-45649767	unassigned
7-45665207-45665740	unassigned
7-45714295-45714724	sub_clust_3
7-45714986-45715185	unassigned
7-45765499-45765851	unassigned
7-45921835-45922035	unassigned
7-45926895-45927754	sub_clust_0
7-45975609-45977299	unassigned
7-45985575-45986077	sub_cluster_4
7-45999442-46000157	unassigned
7-46044887-46046710	unassigned
7-46077798-46078286	sub_clust_2
7-46085381-46085723	sub_clust_0
7-46101655-46102798	unassigned
7-46115971-46116693	unassigned
7-46118199-46118806	unassigned
7-46121557-46122096	unassigned
7-46141361-46142226	sub_clust_0
7-46148814-46149013	unassigned
7-46168776-46169666	sub_clust_2
7-46174336-46175172	unassigned
7-46225878-46226286	sub_clust_0
7-46333167-46333620	unassigned
7-46383922-46386367	unassigned
7-46409745-46410788	sub_clust_2
7-46502326-46503177	unassigned
7-46533104-46534207	unassigned
7-46558142-46558341	unassigned
7-46572515-46573464	unassigned
7-46622498-46622699	unassigned
7-46686604-46688117	unassigned
7-46709197-46710743	unassigned
7-46767124-46769860	unassigned
7-46817280-46817479	unassigned
7-46871495-46871794	unassigned
7-46953966-46954329	unassigned
7-46956379-46957460	sub_clust_0
7-46991535-46992589	unassigned
7-46995004-46996187	unassigned
7-47009829-47010137	unassigned
7-47056315-47057406	unassigned
7-47116510-47118355	unassigned
7-47159967-47160413	unassigned
7-47173248-47173447	unassigned
7-47210028-47210686	unassigned
7-47216761-47218024	sub_clust_3
7-47230564-47231255	sub_clust_2
7-47233223-47233639	sub_clust_1
7-47280842-47281736	sub_clust_2
7-47308010-47308646	unassigned
7-47380812-47381428	unassigned
7-47389256-47389549	unassigned
7-47421651-47422106	unassigned
7-47431962-47432292	unassigned
7-47437905-47438161	unassigned
7-47440268-47440571	unassigned
7-47444802-47445163	unassigned
7-47489139-47490137	unassigned
7-47522136-47522541	unassigned
7-47538492-47539156	unassigned
7-47544178-47544542	unassigned
7-47600660-47601146	unassigned
7-47613914-47614116	unassigned
7-47627926-47628506	unassigned
7-47660712-47661382	unassigned
7-47673096-47673457	unassigned
7-47675153-47675467	unassigned
7-47686450-47686661	unassigned
7-47710346-47711192	unassigned
7-47719132-47719430	sub_clust_0
7-47726692-47726909	unassigned
7-47733697-47734126	unassigned
7-47782848-47783502	unassigned
7-47802121-47802617	sub_clust_3
7-47803396-47804319	sub_cluster_4
7-47807061-47807584	unassigned
7-47816679-47817027	sub_clust_1
7-47841926-47842257	unassigned
7-47859094-47859347	unassigned
7-47875468-47875754	unassigned
7-47890481-47890793	unassigned
7-47892334-47892538	unassigned
7-47917525-47917738	unassigned
7-47924388-47924874	unassigned
7-47956502-47956943	unassigned
7-47962285-47962594	unassigned
7-48020514-48021229	unassigned
7-48066181-48066687	unassigned
7-48079119-48080089	unassigned
7-48088435-48088851	sub_clust_0
7-48090859-48091168	unassigned
7-48100123-48100423	unassigned
7-48101941-48102393	unassigned
7-48111543-48111774	unassigned
7-48170079-48171177	sub_clust_2
7-48261846-48262166	unassigned
7-48264665-48264910	unassigned
7-48276091-48276648	unassigned
7-48314787-48315430	sub_clust_2
7-48322536-48323450	unassigned
7-48327092-48327291	unassigned
7-48327471-48327991	unassigned
7-48331856-48332476	unassigned
7-48334351-48335307	unassigned
7-48339835-48340695	unassigned
7-48353626-48353978	unassigned
7-48417920-48418325	unassigned
7-48421214-48421877	sub_clust_0
7-48439674-48440394	unassigned
7-48453961-48454544	sub_clust_2
7-48472313-48472754	unassigned
7-48484424-48484623	unassigned
7-48492323-48492871	sub_clust_5
7-48497215-48497617	unassigned
7-48508114-48508313	unassigned
7-48530068-48531080	sub_clust_1
7-48533950-48534853	unassigned
7-48583060-48584317	unassigned
7-48621654-48621873	unassigned
7-48622841-48623806	unassigned
7-48631448-48632770	unassigned
7-48658055-48659143	unassigned
7-48690896-48691162	unassigned
7-48691758-48693125	sub_clust_3
7-48728839-48729093	unassigned
7-48792974-48793173	unassigned
7-48835604-48836003	unassigned
7-48891051-48892023	unassigned
7-48902997-48903425	unassigned
7-48906592-48907631	unassigned
7-48915069-48916191	unassigned
7-48916367-48917028	unassigned
7-48927929-48929262	unassigned
7-48955932-48956461	unassigned
7-48963999-48964674	sub_clust_0
7-48965074-48965463	unassigned
7-48972111-48972851	unassigned
7-49006085-49006284	unassigned
7-49006334-49006857	unassigned
7-49008096-49008841	unassigned
7-49021560-49022477	unassigned
7-49025764-49026362	unassigned
7-49047034-49047397	unassigned
7-49101753-49101952	sub_clust_0
7-49220145-49220367	unassigned
7-49241408-49241740	unassigned
7-49262256-49262544	unassigned
7-49266417-49266776	unassigned
7-49304797-49305305	unassigned
7-49327224-49327442	unassigned
7-49332548-49333067	sub_clust_2
7-49383133-49383507	unassigned
7-49389277-49390277	unassigned
7-49414382-49414597	unassigned
7-49432896-49433401	unassigned
7-49451747-49452433	sub_clust_1
7-49452844-49453139	unassigned
7-49531872-49532568	unassigned
7-49547094-49547345	unassigned
7-49553180-49554670	unassigned
7-49563288-49563826	unassigned
7-49563924-49564560	sub_clust_2
7-49584427-49585485	unassigned
7-49658894-49659735	unassigned
7-49668169-49668603	unassigned
7-49671106-49671453	unassigned
7-49717538-49718510	unassigned
7-49737408-49739114	unassigned
7-49745992-49746998	unassigned
7-49747448-49748014	unassigned
7-49749107-49749739	unassigned
7-49751817-49752536	unassigned
7-49758520-49759946	unassigned
7-49765147-49766050	unassigned
7-49767560-49768665	unassigned
7-49772158-49773118	unassigned
7-49774966-49775717	unassigned
7-49778814-49779929	unassigned
7-49844498-49845320	unassigned
7-49848275-49849217	sub_clust_0
7-49856098-49856848	unassigned
7-49869878-49870135	unassigned
7-49876573-49877140	unassigned
7-49878581-49878835	unassigned
7-49908083-49908469	unassigned
7-49908729-49909067	unassigned
7-49922009-49922281	unassigned
7-49948105-49948380	unassigned
7-49964099-49966438	unassigned
7-49978093-49978403	unassigned
7-49987409-49987782	unassigned
7-49997961-49998465	sub_clust_5
7-50002914-50004356	unassigned
7-50037805-50038079	unassigned
7-50041928-50042198	unassigned
7-50043072-50043524	sub_clust_2
7-50052090-50053389	unassigned
7-50053672-50054130	unassigned
7-50063331-50064612	unassigned
7-50087456-50087946	unassigned
7-50116065-50116369	unassigned
7-50130390-50130635	unassigned
7-50151983-50152184	unassigned
7-50175747-50176011	unassigned
7-50189146-50189716	unassigned
7-50199519-50199718	unassigned
7-50232944-50233183	unassigned
7-50262292-50263021	sub_clust_1
7-50352380-50352995	sub_clust_5
7-50379875-50380074	unassigned
7-50381858-50382137	unassigned
7-50470385-50471330	unassigned
7-50525250-50525989	unassigned
7-50539955-50540436	sub_clust_2
7-50548020-50548341	sub_clust_1
7-50603694-50604441	unassigned
7-50654683-50655134	unassigned
7-50722573-50722935	unassigned
7-50776046-50776943	unassigned
7-50853483-50853885	sub_clust_3
7-50894475-50894825	unassigned
7-50905073-50906214	unassigned
7-50914028-50914735	sub_clust_2
7-50932490-50933419	unassigned
7-50935332-50935688	unassigned
7-50991196-50991522	unassigned
7-51004659-51004858	unassigned
7-51154502-51154799	unassigned
7-51170085-51171553	unassigned
7-51313689-51314076	unassigned
7-51346228-51346474	unassigned
7-51347603-51348136	unassigned
7-51451035-51451647	sub_clust_1
7-51483185-51484076	unassigned
7-51485508-51486224	unassigned
7-51515064-51515951	unassigned
7-51527014-51527660	sub_clust_5
7-51574277-51575222	unassigned
7-51590273-51591226	unassigned
7-51674166-51674960	unassigned
7-51692573-51693893	unassigned
7-51716695-51716946	unassigned
7-51719498-51719706	unassigned
7-51732234-51732985	unassigned
7-51767704-51768635	unassigned
7-51769066-51769719	unassigned
7-51943330-51944401	unassigned
7-51957859-51958208	unassigned
7-52129155-52130272	sub_clust_2
7-52141217-52141613	sub_clust_0
7-52142750-52143562	sub_clust_2
7-52273422-52273804	unassigned
7-52321451-52321884	sub_clust_1
7-52359847-52360211	sub_clust_5
7-52375092-52375505	unassigned
7-52401173-52401461	unassigned
7-52435415-52435892	sub_clust_3
7-52437998-52438556	sub_clust_2
7-52521866-52522272	unassigned
7-52526883-52527838	unassigned
7-52532605-52533722	unassigned
7-52537198-52538073	unassigned
7-52543945-52545593	unassigned
7-52557450-52558805	unassigned
7-52560660-52561686	unassigned
7-52608623-52609663	unassigned
7-52647436-52648219	unassigned
7-52690217-52691190	sub_cluster_4
7-52691905-52693201	sub_clust_5
7-52759380-52759648	unassigned
7-52807848-52808061	unassigned
7-52836641-52837059	unassigned
7-52856165-52856815	unassigned
7-52905617-52906592	sub_clust_1
7-52927054-52927878	unassigned
7-52964651-52965392	sub_clust_3
7-53010982-53011858	unassigned
7-53012807-53014745	unassigned
7-53083460-53083668	unassigned
7-53143619-53143895	unassigned
7-53173070-53173269	sub_clust_2
7-53173410-53174291	sub_clust_2
7-53195336-53196203	sub_clust_3
7-53210170-53210653	unassigned
7-53247110-53247309	unassigned
7-53266947-53267786	sub_clust_2
7-53350880-53351811	unassigned
7-53374292-53375409	unassigned
7-53398409-53399270	unassigned
7-53525751-53526586	unassigned
7-53690271-53690897	sub_cluster_4
7-53717064-53717290	unassigned
7-53736487-53737153	unassigned
7-53746940-53747139	unassigned
7-53761501-53762414	sub_cluster_4
7-53781532-53782477	unassigned
7-53806901-53807884	unassigned
7-53822400-53823792	unassigned
7-53857390-53858304	unassigned
7-53905572-53905879	sub_cluster_4
7-53918431-53919041	unassigned
7-53983746-53984075	unassigned
7-53985172-53986382	unassigned
7-53994159-53994470	unassigned
7-54006678-54007672	unassigned
7-54014771-54015502	unassigned
7-54123753-54124289	sub_clust_1
7-54159557-54160279	unassigned
7-54192234-54192588	sub_clust_2
7-54192789-54192993	sub_clust_0
7-54224459-54224711	unassigned
7-54260508-54260884	unassigned
7-54261297-54261519	unassigned
7-54261774-54261989	unassigned
7-54316945-54317767	unassigned
7-54324480-54324747	sub_clust_3
7-54331221-54332137	unassigned
7-54356761-54357206	sub_clust_2
7-54360588-54361525	unassigned
7-54375434-54375835	unassigned
7-54386537-54387729	sub_clust_2
7-54423997-54424449	unassigned
7-54426058-54426446	unassigned
7-54428735-54429525	unassigned
7-54447104-54447671	unassigned
7-54461776-54462388	unassigned
7-54471573-54472287	sub_clust_1
7-54504554-54504983	unassigned
7-54536396-54538213	unassigned
7-54549746-54550650	unassigned
7-54551484-54552331	unassigned
7-54571992-54572362	sub_clust_1
7-54588854-54589230	sub_clust_1
7-54589782-54590274	unassigned
7-54596620-54597349	unassigned
7-54635657-54635935	unassigned
7-54690575-54691306	unassigned
7-54693262-54694191	sub_clust_3
7-54738786-54740178	unassigned
7-54743077-54743947	unassigned
7-54749688-54750475	unassigned
7-54751908-54753484	unassigned
7-54791875-54792960	unassigned
7-54805070-54806096	unassigned
7-54812612-54813579	unassigned
7-54834247-54835070	unassigned
7-54903540-54904448	unassigned
7-54968476-54970547	unassigned
7-54990159-54990690	sub_clust_2
7-55027728-55028121	unassigned
7-55132615-55133510	unassigned
7-55140822-55141258	unassigned
7-55170825-55171069	sub_clust_0
7-55185597-55185836	sub_clust_0
7-55188801-55189358	unassigned
7-55192106-55192651	unassigned
7-55203519-55203816	unassigned
7-55249428-55249960	unassigned
7-55260792-55261181	unassigned
7-55307056-55307265	unassigned
7-55319826-55320025	unassigned
7-55331534-55331751	unassigned
7-55340179-55340381	unassigned
7-55368604-55368871	unassigned
7-55393751-55394028	unassigned
7-55432384-55433002	unassigned
7-55466995-55467246	unassigned
7-55485655-55487454	unassigned
7-55507370-55507633	unassigned
7-55524727-55525355	unassigned
7-55596774-55597694	unassigned
7-55605832-55606593	sub_cluster_4
7-55654729-55654928	unassigned
7-55671991-55672511	unassigned
7-55673634-55675001	unassigned
7-55676857-55677554	unassigned
7-55681126-55681638	unassigned
7-55685462-55686258	unassigned
7-55687936-55688820	unassigned
7-55690317-55691524	unassigned
7-55696706-55697649	unassigned
7-55729518-55730191	unassigned
7-55734409-55735630	unassigned
7-55735901-55737247	unassigned
7-55742679-55742989	sub_clust_0
7-55753482-55754511	unassigned
7-55764496-55765272	unassigned
7-55784788-55785513	unassigned
7-55793184-55793694	unassigned
7-55847290-55848102	sub_clust_5
7-55886944-55889744	unassigned
7-55907531-55908253	unassigned
7-55919447-55920224	sub_clust_2
7-55923892-55924485	unassigned
7-55946052-55946332	unassigned
7-55958063-55959210	unassigned
7-55967479-55967691	unassigned
7-56008995-56010587	sub_clust_3
7-56052997-56053491	unassigned
7-56113515-56114265	unassigned
7-56124975-56125911	unassigned
7-56137081-56137325	unassigned
7-56150627-56150826	unassigned
7-56160601-56160800	unassigned
7-56174709-56175430	unassigned
7-56213387-56213592	unassigned
7-56272202-56272994	unassigned
7-56386607-56386925	unassigned
7-56389099-56389815	unassigned
7-56432699-56433152	sub_clust_2
7-56495053-56495336	unassigned
7-56501638-56502254	unassigned
7-56551066-56551381	sub_clust_2
7-56584915-56585279	unassigned
7-56608465-56608664	unassigned
7-56652528-56652727	unassigned
7-56653946-56654145	unassigned
7-56654250-56654530	unassigned
7-56659078-56660065	sub_clust_3
7-56667092-56667308	unassigned
7-56675666-56675870	unassigned
7-56706776-56707048	unassigned
7-56711971-56712410	unassigned
7-56720016-56720837	sub_clust_3
7-56837191-56837549	unassigned
7-56843966-56844358	sub_clust_0
7-56862831-56863528	unassigned
7-56865244-56865622	sub_clust_1
7-56870955-56871834	unassigned
7-56909669-56910609	unassigned
7-56921808-56923198	sub_clust_2
7-56925948-56926587	unassigned
7-56984795-56985018	unassigned
7-57122189-57122582	unassigned
7-57127530-57128015	unassigned
7-57174409-57174650	unassigned
7-57199923-57200941	sub_clust_0
7-57244684-57245135	unassigned
7-57348677-57349104	unassigned
7-57355358-57355966	unassigned
7-57372585-57372983	unassigned
7-57378324-57379080	unassigned
